ImagePath,Layer_1_True,Layer_1_ans,Layer_1_conf,Layer_2_True,Layer_2_ans,Layer_2_conf,Layer_3_True,Layer_3_ans,Layer_3_conf,sub_class,sub_conf,subtwo_class,subtwo_conf,super_class,super_conf
/home/orin/L5C_CellFMA/D3_Deep-Hierarchical-Classification_ImageRecognition/dataset/detect_imgs/ITO-RESIDUE-T@NP@TFT@Array_B5C91GD-1-3.jpg,TFT,TFT,0.9999,NP,NP,0.9437,ITO-RESIDUE-T,ITO-RESIDUE-T,0.9947,"['NP', 'UP', 'OP', 'INT']","['0.9947', '0.0052', '8.1978', '2.7745']","['ITO-RESIDUE-T', 'PV-HOLE-T', 'M1-ABNORMAL', 'PI SPOT-WITH PAR', 'AS-RESIDUE-E']","['0.9437', '0.0347', '0.0167', '0.0027', '0.0012']","['TFT', 'CF']","['0.9999', '2.9204']"
/home/orin/L5C_CellFMA/D3_Deep-Hierarchical-Classification_ImageRecognition/dataset/detect_imgs/PV-HOLE-T@NP@TFT@Array_B5CV42A-1-3.jpg,TFT,TFT,0.9999,NP,NP,0.6806,PV-HOLE-T,ESD,0.9062,"['NP', 'INT', 'UP', 'OP']","['0.9062', '0.0667', '0.0254', '0.0015']","['ESD', 'M1-ABNORMAL', 'ITO-RESIDUE-T', 'AS-RESIDUE-E', 'PV-HOLE-T']","['0.6806', '0.1225', '0.0496', '0.0401', '0.0243']","['TFT', 'CF']","['0.9999', '6.0734']"
/home/orin/L5C_CellFMA/D3_Deep-Hierarchical-Classification_ImageRecognition/dataset/detect_imgs/GLASS CULLET@OP@CF@Cell_B5CG0SG-1-3.jpg,CF,CF,0.9999,OP,OP,0.9965,GLASS CULLET,GLASS CULLET,0.9987,"['OP', 'NP', 'UP', 'INT']","['0.9987', '0.0012', '1.2173', '7.7500']","['GLASS CULLET', 'POLYMER', 'CF REPAIR FAIL', 'FIBER', 'CF DEFECT']","['0.9965', '0.0031', '0.0001', '0.0001', '9.7971']","['CF', 'TFT']","['0.9999', '7.8473']"
/home/orin/L5C_CellFMA/D3_Deep-Hierarchical-Classification_ImageRecognition/dataset/detect_imgs/CF PS DEFORMATION@NP@CF@CF_B4VE3AF-1-3.jpg,CF,CF,0.9999,NP,NP,0.9995,CF PS DEFORMATION,CF PS DEFORMATION,0.9999,"['NP', 'OP', 'UP', 'INT']","['0.9999', '9.0496', '5.8422', '5.1226']","['CF PS DEFORMATION', 'CF DEFECT', 'CF REPAIR FAIL', 'GLASS CULLET', 'ITO-RESIDUE-T']","['0.9995', '0.0004', '5.9464', '3.2629', '8.9632']","['CF', 'TFT']","['0.9999', '1.7042']"
/home/orin/L5C_CellFMA/D3_Deep-Hierarchical-Classification_ImageRecognition/dataset/detect_imgs/POLYMER@OP@CF@Cell_B4X00RD-1-3.jpg,CF,CF,0.9999,OP,OP,0.9988,POLYMER,POLYMER,0.9999,"['OP', 'NP', 'INT', 'UP']","['0.9999', '4.4183', '5.5372', '4.5900']","['POLYMER', 'GLASS CULLET', 'FIBER', 'CF REPAIR FAIL', 'M1-ABNORMAL']","['0.9988', '0.0009', '0.0001', '1.2828', '9.5678']","['CF', 'TFT']","['0.9999', '1.3277']"
/home/orin/L5C_CellFMA/D3_Deep-Hierarchical-Classification_ImageRecognition/dataset/detect_imgs/ITO-RESIDUE-T@NP@TFT@Array_B4RG3CS-1-3.jpg,TFT,TFT,0.9999,NP,NP,0.9657,ITO-RESIDUE-T,ITO-RESIDUE-T,0.9971,"['NP', 'UP', 'OP', 'INT']","['0.9971', '0.0027', '0.0001', '1.5931']","['ITO-RESIDUE-T', 'PV-HOLE-T', 'M1-ABNORMAL', 'PI SPOT-WITH PAR', 'AS-RESIDUE-E']","['0.9657', '0.0276', '0.0032', '0.0015', '0.0013']","['TFT', 'CF']","['0.9999', '2.9063']"
/home/orin/L5C_CellFMA/D3_Deep-Hierarchical-Classification_ImageRecognition/dataset/detect_imgs/PI SPOT-WITH PAR@UP@TFT@Cell_B57S0CT-1-3.jpg,TFT,TFT,0.9999,UP,UP,0.8979,PI SPOT-WITH PAR,PI SPOT-WITH PAR,0.9839,"['UP', 'NP', 'OP', 'INT']","['0.9839', '0.0154', '0.0006', '4.4081']","['PI SPOT-WITH PAR', 'PV-HOLE-T', 'FIBER', 'POLYMER', 'ITO-RESIDUE-T']","['0.8979', '0.0700', '0.0200', '0.0062', '0.0039']","['TFT', 'CF']","['0.9999', '4.3956']"
/home/orin/L5C_CellFMA/D3_Deep-Hierarchical-Classification_ImageRecognition/dataset/detect_imgs/GLASS CULLET@OP@CF@Cell_B51D9YP-1-3.jpg,CF,CF,0.9999,OP,OP,0.7257,GLASS CULLET,GLASS CULLET,0.9938,"['OP', 'NP', 'INT', 'UP']","['0.9938', '0.0061', '1.2907', '2.3580']","['GLASS CULLET', 'POLYMER', 'FIBER', 'CF REPAIR FAIL', 'CF DEFECT']","['0.7257', '0.1304', '0.0992', '0.0434', '0.0011']","['CF', 'TFT']","['0.9999', '2.5380']"
/home/orin/L5C_CellFMA/D3_Deep-Hierarchical-Classification_ImageRecognition/dataset/detect_imgs/ITO-RESIDUE-T@NP@TFT@Array_B57R5JD-1-3.jpg,TFT,TFT,0.9999,NP,NP,0.4625,ITO-RESIDUE-T,ITO-RESIDUE-T,0.9898,"['NP', 'INT', 'UP', 'OP']","['0.9898', '0.0041', '0.0038', '0.0021']","['ITO-RESIDUE-T', 'M1-ABNORMAL', 'ESD', 'PV-HOLE-T', 'PI SPOT-WITH PAR']","['0.4625', '0.4021', '0.0763', '0.0377', '0.0117']","['TFT', 'CF']","['0.9999', '3.8599']"
/home/orin/L5C_CellFMA/D3_Deep-Hierarchical-Classification_ImageRecognition/dataset/detect_imgs/POLYMER@UP@TFT@Cell_B4UJ6BE-1-3.jpg,TFT,TFT,0.9991,UP,UP,0.3561,POLYMER,FIBER,0.9198,"['UP', 'NP', 'OP', 'INT']","['0.9198', '0.0781', '0.0019', '2.0000']","['FIBER', 'PI SPOT-WITH PAR', 'PV-HOLE-T', 'POLYMER', 'ITO-RESIDUE-T']","['0.3561', '0.3341', '0.2083', '0.0724', '0.0163']","['TFT', 'CF']","['0.9991', '0.0008']"
/home/orin/L5C_CellFMA/D3_Deep-Hierarchical-Classification_ImageRecognition/dataset/detect_imgs/ITO-RESIDUE-T@NP@TFT@Array_B5BK6FF-1-3.jpg,TFT,TFT,0.9999,NP,NP,0.8265,ITO-RESIDUE-T,ITO-RESIDUE-T,0.9993,"['NP', 'UP', 'OP', 'INT']","['0.9993', '0.0006', '6.5949', '8.7824']","['ITO-RESIDUE-T', 'M1-ABNORMAL', 'PV-HOLE-T', 'AS-RESIDUE-E', 'PI SPOT-WITH PAR']","['0.8265', '0.0891', '0.0799', '0.0036', '0.0003']","['TFT', 'CF']","['0.9999', '5.6181']"
/home/orin/L5C_CellFMA/D3_Deep-Hierarchical-Classification_ImageRecognition/dataset/detect_imgs/GLASS CULLET@OP@CF@Cell_B56Y9HN-1-3.jpg,CF,CF,0.9999,OP,OP,0.3079,GLASS CULLET,GLASS CULLET,0.9665,"['OP', 'NP', 'INT', 'UP']","['0.9665', '0.0333', '6.6537', '2.9675']","['GLASS CULLET', 'FIBER', 'POLYMER', 'CF REPAIR FAIL', 'CF DEFECT']","['0.3079', '0.2997', '0.2176', '0.1512', '0.0200']","['CF', 'TFT']","['0.9999', '4.6927']"
/home/orin/L5C_CellFMA/D3_Deep-Hierarchical-Classification_ImageRecognition/dataset/detect_imgs/ITO-RESIDUE-T@NP@TFT@Array_B50J7ZC-1-3.jpg,TFT,TFT,0.9999,NP,NP,0.7880,ITO-RESIDUE-T,ITO-RESIDUE-T,0.9965,"['NP', 'UP', 'OP', 'INT']","['0.9965', '0.0027', '0.0006', '7.7272']","['ITO-RESIDUE-T', 'PV-HOLE-T', 'M1-ABNORMAL', 'AS-RESIDUE-E', 'PI SPOT-WITH PAR']","['0.7880', '0.1386', '0.0317', '0.0224', '0.0104']","['TFT', 'CF']","['0.9999', '2.0302']"
/home/orin/L5C_CellFMA/D3_Deep-Hierarchical-Classification_ImageRecognition/dataset/detect_imgs/AS-RESIDUE-E@NP@TFT@Array_B5868YA-1-4.jpg,TFT,TFT,0.9999,NP,NP,0.9931,AS-RESIDUE-E,M1-ABNORMAL,0.9727,"['NP', 'UP', 'INT', 'OP']","['0.9727', '0.0204', '0.0067', '1.0431']","['M1-ABNORMAL', 'ESD', 'GLASS BROKEN', 'CF DEFECT', 'PV-HOLE-T']","['0.9931', '0.0061', '0.0002', '0.0001', '0.0001']","['TFT', 'CF']","['0.9999', '9.4498']"
/home/orin/L5C_CellFMA/D3_Deep-Hierarchical-Classification_ImageRecognition/dataset/detect_imgs/ITO-RESIDUE-T@NP@TFT@Array_B4X28YB-1-3.jpg,TFT,TFT,0.9999,NP,NP,0.7522,ITO-RESIDUE-T,ESD,0.9065,"['NP', 'INT', 'UP', 'OP']","['0.9065', '0.0874', '0.0040', '0.0019']","['ESD', 'M1-ABNORMAL', 'ITO-RESIDUE-T', 'PV-HOLE-T', 'PI SPOT-WITH PAR']","['0.7522', '0.1528', '0.0567', '0.0194', '0.0105']","['TFT', 'CF']","['0.9999', '8.4282']"
/home/orin/L5C_CellFMA/D3_Deep-Hierarchical-Classification_ImageRecognition/dataset/detect_imgs/PI SPOT-WITH PAR@UP@CF@Cell_B4W49TK-1-3.jpg,CF,CF,0.9999,UP,UP,0.9892,PI SPOT-WITH PAR,PI SPOT-WITH PAR,0.9863,"['UP', 'NP', 'OP', 'INT']","['0.9863', '0.0135', '1.3234', '3.4280']","['PI SPOT-WITH PAR', 'CF REPAIR FAIL', 'CF DEFECT', 'LIGHT METAL', 'CF PS DEFORMATION']","['0.9892', '0.0103', '0.0003', '5.9090', '2.9798']","['CF', 'TFT']","['0.9999', '4.4989']"
/home/orin/L5C_CellFMA/D3_Deep-Hierarchical-Classification_ImageRecognition/dataset/detect_imgs/GLASS BROKEN@INT@TFT@Cell_B4SQ5TD-1-3.jpg,TFT,TFT,1.0,INT,INT,0.8461,GLASS BROKEN,ESD,1.0,"['INT', 'UP', 'NP', 'OP']","['1.0', '5.7598', '3.5867', '6.0797']","['ESD', 'GLASS BROKEN', 'M1-ABNORMAL', 'PV-HOLE-T', 'PI SPOT-WITH PAR']","['0.8461', '0.1538', '2.0943', '3.9837', '1.0241']","['TFT', 'CF']","['1.0', '1.1011']"
/home/orin/L5C_CellFMA/D3_Deep-Hierarchical-Classification_ImageRecognition/dataset/detect_imgs/PI SPOT-WITH PAR@UP@TFT@Cell_B5AN1KR-1-3.jpg,TFT,TFT,0.9991,UP,NP,0.8114,PI SPOT-WITH PAR,PV-HOLE-T,0.6365,"['NP', 'UP', 'OP', 'INT']","['0.6365', '0.3619', '0.0012', '0.0002']","['PV-HOLE-T', 'PI SPOT-WITH PAR', 'ITO-RESIDUE-T', 'FIBER', 'M1-ABNORMAL']","['0.8114', '0.1289', '0.0134', '0.0118', '0.0115']","['TFT', 'CF']","['0.9991', '0.0008']"
/home/orin/L5C_CellFMA/D3_Deep-Hierarchical-Classification_ImageRecognition/dataset/detect_imgs/GLASS CULLET@OP@CF@Cell_B51D81F-1-3.jpg,CF,CF,1.0,OP,NP,0.9343,GLASS CULLET,CF DEFECT,0.9298,"['NP', 'OP', 'UP', 'INT']","['0.9298', '0.0700', '0.0001', '1.1938']","['CF DEFECT', 'GLASS CULLET', 'CF PS DEFORMATION', 'CF REPAIR FAIL', 'POLYMER']","['0.9343', '0.0619', '0.0023', '0.0010', '0.0002']","['CF', 'TFT']","['1.0', '3.0628']"
/home/orin/L5C_CellFMA/D3_Deep-Hierarchical-Classification_ImageRecognition/dataset/detect_imgs/LIGHT METAL@UP@CF@Cell_H1G06AF-1-3.jpg,CF,CF,0.9999,UP,UP,0.9827,LIGHT METAL,LIGHT METAL,0.9927,"['UP', 'OP', 'NP', 'INT']","['0.9927', '0.0053', '0.0019', '1.5317']","['LIGHT METAL', 'CF DEFECT', 'GLASS CULLET', 'CF PS DEFORMATION', 'POLYMER']","['0.9827', '0.0067', '0.0033', '0.0031', '0.0028']","['CF', 'TFT']","['0.9999', '9.1256']"
/home/orin/L5C_CellFMA/D3_Deep-Hierarchical-Classification_ImageRecognition/dataset/detect_imgs/CF DEFECT@NP@CF@CF_B59E0GC-1-3.jpg,CF,CF,0.9999,NP,NP,0.9198,CF DEFECT,CF DEFECT,0.9999,"['NP', 'OP', 'UP', 'INT']","['0.9999', '4.5802', '5.0054', '2.0391']","['CF DEFECT', 'CF REPAIR FAIL', 'CF PS DEFORMATION', 'GLASS CULLET', 'PI SPOT-WITH PAR']","['0.9198', '0.0755', '0.0046', '8.9329', '9.6537']","['CF', 'TFT']","['0.9999', '8.9633']"
/home/orin/L5C_CellFMA/D3_Deep-Hierarchical-Classification_ImageRecognition/dataset/detect_imgs/FIBER@UP@TFT@Cell_B1754YL-1-3.jpg,TFT,TFT,0.9999,UP,UP,0.9820,FIBER,FIBER,0.9998,"['UP', 'NP', 'OP', 'INT']","['0.9998', '6.3055', '5.5902', '3.9670']","['FIBER', 'PI SPOT-WITH PAR', 'POLYMER', 'PV-HOLE-T', 'GLASS BROKEN']","['0.9820', '0.0178', '0.0001', '1.3652', '4.6802']","['TFT', 'CF']","['0.9999', '3.2334']"
/home/orin/L5C_CellFMA/D3_Deep-Hierarchical-Classification_ImageRecognition/dataset/detect_imgs/CF DEFECT@NP@CF@CF_B4VW0FE-1-3.jpg,CF,CF,0.9999,NP,NP,0.8066,CF DEFECT,CF REPAIR FAIL,0.9984,"['NP', 'OP', 'UP', 'INT']","['0.9984', '0.0015', '2.2393', '1.9396']","['CF REPAIR FAIL', 'CF DEFECT', 'CF PS DEFORMATION', 'GLASS CULLET', 'POLYMER']","['0.8066', '0.1867', '0.0051', '0.0008', '0.0004']","['CF', 'TFT']","['0.9999', '2.8201']"
/home/orin/L5C_CellFMA/D3_Deep-Hierarchical-Classification_ImageRecognition/dataset/detect_imgs/AS-RESIDUE-E@NP@TFT@Array_B67F2UJ-1-5.jpg,TFT,TFT,0.9999,NP,NP,0.7529,AS-RESIDUE-E,M1-ABNORMAL,0.8141,"['NP', 'INT', 'OP', 'UP']","['0.8141', '0.1826', '0.0017', '0.0014']","['M1-ABNORMAL', 'ESD', 'AS-RESIDUE-E', 'CF REPAIR FAIL', 'PV-HOLE-T']","['0.7529', '0.2396', '0.0034', '0.0012', '0.0006']","['TFT', 'CF']","['0.9999', '7.6790']"
/home/orin/L5C_CellFMA/D3_Deep-Hierarchical-Classification_ImageRecognition/dataset/detect_imgs/ESD@INT@TFT@Cell_B54Z6JM-1-3.jpg,TFT,TFT,0.9999,INT,INT,0.9257,ESD,ESD,0.9999,"['INT', 'UP', 'NP', 'OP']","['0.9999', '1.3481', '1.4176', '4.3774']","['ESD', 'GLASS BROKEN', 'M1-ABNORMAL', 'PI SPOT-WITH PAR', 'CF DEFECT']","['0.9257', '0.0741', '1.8459', '4.0891', '7.4450']","['TFT', 'CF']","['0.9999', '6.6393']"
/home/orin/L5C_CellFMA/D3_Deep-Hierarchical-Classification_ImageRecognition/dataset/detect_imgs/PI SPOT-WITH PAR@UP@CF@Cell_B4U77KL-1-5.jpg,CF,CF,0.9999,UP,NP,0.9628,PI SPOT-WITH PAR,CF REPAIR FAIL,0.9278,"['NP', 'OP', 'UP', 'INT']","['0.9278', '0.0720', '7.1552', '3.1037']","['CF REPAIR FAIL', 'POLYMER', 'CF DEFECT', 'GLASS CULLET', 'FIBER']","['0.9628', '0.0242', '0.0125', '0.0001', '0.0001']","['CF', 'TFT']","['0.9999', '1.0421']"
/home/orin/L5C_CellFMA/D3_Deep-Hierarchical-Classification_ImageRecognition/dataset/detect_imgs/ESD@INT@TFT@Cell_B55S3ME-1-3.jpg,TFT,TFT,0.9999,INT,INT,0.9963,ESD,ESD,0.9911,"['INT', 'UP', 'NP', 'OP']","['0.9911', '0.0077', '0.0010', '1.3681']","['ESD', 'M1-ABNORMAL', 'GLASS BROKEN', 'PI SPOT-WITH PAR', 'CF DEFECT']","['0.9963', '0.0028', '0.0007', '2.0750', '9.6886']","['TFT', 'CF']","['0.9999', '5.5282']"
/home/orin/L5C_CellFMA/D3_Deep-Hierarchical-Classification_ImageRecognition/dataset/detect_imgs/GLASS CULLET@OP@CF@Cell_B5627DC-1-3.jpg,CF,CF,0.9999,OP,OP,0.5636,GLASS CULLET,POLYMER,0.9425,"['OP', 'NP', 'INT', 'UP']","['0.9425', '0.0566', '0.0007', '2.2382']","['POLYMER', 'CF REPAIR FAIL', 'GLASS CULLET', 'FIBER', 'CF DEFECT']","['0.5636', '0.2069', '0.1301', '0.0687', '0.0292']","['CF', 'TFT']","['0.9999', '2.7396']"
/home/orin/L5C_CellFMA/D3_Deep-Hierarchical-Classification_ImageRecognition/dataset/detect_imgs/ESD@INT@TFT@Cell_B33D1FE-1-1.jpg,TFT,TFT,0.9999,INT,INT,0.9999,ESD,ESD,0.9999,"['INT', 'NP', 'UP', 'OP']","['0.9999', '5.1878', '2.7363', '1.4520']","['ESD', 'GLASS BROKEN', 'CF REPAIR FAIL', 'M1-ABNORMAL', 'PV-HOLE-T']","['0.9999', '5.3873', '1.8692', '9.2546', '4.0348']","['TFT', 'CF']","['0.9999', '1.2016']"
/home/orin/L5C_CellFMA/D3_Deep-Hierarchical-Classification_ImageRecognition/dataset/detect_imgs/AS-RESIDUE-E@NP@TFT@Array_B68P8TJ-1-4.jpg,TFT,TFT,0.9999,NP,INT,0.9994,AS-RESIDUE-E,ESD,0.9998,"['INT', 'NP', 'UP', 'OP']","['0.9998', '0.0001', '9.9483', '2.7823']","['ESD', 'M1-ABNORMAL', 'GLASS BROKEN', 'CF REPAIR FAIL', 'AS-RESIDUE-E']","['0.9994', '0.0002', '0.0002', '2.2697', '1.0363']","['TFT', 'CF']","['0.9999', '9.2318']"
/home/orin/L5C_CellFMA/D3_Deep-Hierarchical-Classification_ImageRecognition/dataset/detect_imgs/M1-ABNORMAL@NP@TFT@Array_B57E3ZJ-1-3.jpg,TFT,TFT,0.9999,NP,NP,0.6621,M1-ABNORMAL,PV-HOLE-T,0.9714,"['NP', 'UP', 'OP', 'INT']","['0.9714', '0.0279', '0.0006', '6.4297']","['PV-HOLE-T', 'ITO-RESIDUE-T', 'PI SPOT-WITH PAR', 'M1-ABNORMAL', 'AS-RESIDUE-E']","['0.6621', '0.2462', '0.0395', '0.0311', '0.0181']","['TFT', 'CF']","['0.9999', '5.0932']"
/home/orin/L5C_CellFMA/D3_Deep-Hierarchical-Classification_ImageRecognition/dataset/detect_imgs/ESD@INT@TFT@Cell_B38N6WB-1-1.jpg,TFT,TFT,0.8989,INT,INT,0.7112,ESD,ESD,0.5345,"['INT', 'UP', 'NP', 'OP']","['0.5345', '0.3647', '0.1002', '0.0004']","['ESD', 'PI SPOT-WITH PAR', 'CF REPAIR FAIL', 'CF DEFECT', 'PV-HOLE-T']","['0.7112', '0.2317', '0.0312', '0.0130', '0.0062']","['TFT', 'CF']","['0.8989', '0.1010']"
/home/orin/L5C_CellFMA/D3_Deep-Hierarchical-Classification_ImageRecognition/dataset/detect_imgs/GLASS BROKEN@INT@TFT@Cell_B53V42C-1-3.jpg,TFT,TFT,0.9999,INT,INT,0.9998,GLASS BROKEN,GLASS BROKEN,0.9999,"['INT', 'UP', 'NP', 'OP']","['0.9999', '2.6710', '2.6633', '4.7019']","['GLASS BROKEN', 'ESD', 'M1-ABNORMAL', 'POLYMER', 'LIGHT METAL']","['0.9998', '0.0001', '5.7642', '2.1976', '1.9242']","['TFT', 'CF']","['0.9999', '5.2438']"
/home/orin/L5C_CellFMA/D3_Deep-Hierarchical-Classification_ImageRecognition/dataset/detect_imgs/CF REPAIR FAIL@NP@CF@CF_B5BL54A-1-3.jpg,CF,CF,0.9999,NP,NP,0.9855,CF REPAIR FAIL,CF REPAIR FAIL,0.9996,"['NP', 'OP', 'INT', 'UP']","['0.9996', '0.0002', '8.8694', '4.5669']","['CF REPAIR FAIL', 'CF DEFECT', 'CF PS DEFORMATION', 'GLASS CULLET', 'FIBER']","['0.9855', '0.0143', '8.4642', '2.4645', '1.1042']","['CF', 'TFT']","['0.9999', '8.3456']"
/home/orin/L5C_CellFMA/D3_Deep-Hierarchical-Classification_ImageRecognition/dataset/detect_imgs/FIBER@OP@CF@Cell_B50Q9GA-1-3.jpg,CF,CF,0.9999,OP,OP,0.9019,FIBER,FIBER,0.9999,"['OP', 'NP', 'UP', 'INT']","['0.9999', '8.1356', '4.4519', '1.2089']","['FIBER', 'POLYMER', 'GLASS CULLET', 'CF REPAIR FAIL', 'CF DEFECT']","['0.9019', '0.0813', '0.0161', '0.0005', '2.3676']","['CF', 'TFT']","['0.9999', '7.1322']"
/home/orin/L5C_CellFMA/D3_Deep-Hierarchical-Classification_ImageRecognition/dataset/detect_imgs/LIGHT METAL@UP@CF@Cell_B4LS1QT-1-3.jpg,CF,CF,0.9999,UP,UP,0.9450,LIGHT METAL,LIGHT METAL,0.9620,"['UP', 'OP', 'NP', 'INT']","['0.9620', '0.0279', '0.0099', '3.4950']","['LIGHT METAL', 'GLASS CULLET', 'CF DEFECT', 'CF PS DEFORMATION', 'CF REPAIR FAIL']","['0.9450', '0.0516', '0.0014', '0.0008', '0.0004']","['CF', 'TFT']","['0.9999', '2.4152']"
/home/orin/L5C_CellFMA/D3_Deep-Hierarchical-Classification_ImageRecognition/dataset/detect_imgs/FIBER@OP@CF@Cell_B5B24EB-1-3.jpg,CF,CF,0.9999,OP,OP,0.7693,FIBER,FIBER,0.9993,"['OP', 'NP', 'UP', 'INT']","['0.9993', '0.0006', '2.7869', '1.0902']","['FIBER', 'POLYMER', 'GLASS CULLET', 'CF REPAIR FAIL', 'CF DEFECT']","['0.7693', '0.2290', '0.0009', '0.0006', '2.3458']","['CF', 'TFT']","['0.9999', '1.5365']"
/home/orin/L5C_CellFMA/D3_Deep-Hierarchical-Classification_ImageRecognition/dataset/detect_imgs/FIBER@UP@TFT@Cell_B33Y73Q-1-3.jpg,TFT,TFT,0.9999,UP,UP,0.9371,FIBER,FIBER,0.9999,"['UP', 'NP', 'OP', 'INT']","['0.9999', '3.1693', '8.7115', '2.6077']","['FIBER', 'PI SPOT-WITH PAR', 'POLYMER', 'ITO-RESIDUE-T', 'CF PS DEFORMATION']","['0.9371', '0.0628', '1.1557', '7.0860', '7.3821']","['TFT', 'CF']","['0.9999', '5.2422']"
/home/orin/L5C_CellFMA/D3_Deep-Hierarchical-Classification_ImageRecognition/dataset/detect_imgs/FIBER@OP@CF@Cell_B57D7WC-1-3.jpg,CF,CF,1.0,OP,OP,0.4618,FIBER,FIBER,0.9999,"['OP', 'NP', 'UP', 'INT']","['0.9999', '4.6730', '9.4728', '9.1116']","['FIBER', 'POLYMER', 'GLASS CULLET', 'CF REPAIR FAIL', 'CF DEFECT']","['0.4618', '0.3691', '0.1679', '0.0010', '2.4877']","['CF', 'TFT']","['1.0', '3.6072']"
/home/orin/L5C_CellFMA/D3_Deep-Hierarchical-Classification_ImageRecognition/dataset/detect_imgs/CF PS DEFORMATION@NP@CF@CF_B57T7DR-1-3.jpg,CF,CF,0.9998,NP,NP,0.7724,CF PS DEFORMATION,CF REPAIR FAIL,0.9971,"['NP', 'OP', 'INT', 'UP']","['0.9971', '0.0027', '2.6600', '1.6934']","['CF REPAIR FAIL', 'CF DEFECT', 'CF PS DEFORMATION', 'GLASS CULLET', 'POLYMER']","['0.7724', '0.1332', '0.0880', '0.0050', '0.0006']","['CF', 'TFT']","['0.9998', '0.0001']"
/home/orin/L5C_CellFMA/D3_Deep-Hierarchical-Classification_ImageRecognition/dataset/detect_imgs/M1-ABNORMAL@NP@TFT@Array_BCWD1ZE-1-3.jpg,TFT,TFT,0.9993,NP,UP,0.6376,M1-ABNORMAL,PI SPOT-WITH PAR,0.9385,"['UP', 'NP', 'OP', 'INT']","['0.9385', '0.0594', '0.0019', '2.2580']","['PI SPOT-WITH PAR', 'PV-HOLE-T', 'POLYMER', 'ITO-RESIDUE-T', 'FIBER']","['0.6376', '0.1802', '0.1051', '0.0436', '0.0191']","['TFT', 'CF']","['0.9993', '0.0006']"
/home/orin/L5C_CellFMA/D3_Deep-Hierarchical-Classification_ImageRecognition/dataset/detect_imgs/AS-RESIDUE-E@NP@TFT@Array_B64C5RH-1-4.jpg,TFT,TFT,1.0,NP,NP,0.9928,AS-RESIDUE-E,M1-ABNORMAL,0.9999,"['NP', 'UP', 'INT', 'OP']","['0.9999', '3.7849', '2.3974', '1.2563']","['M1-ABNORMAL', 'AS-RESIDUE-E', 'PV-HOLE-T', 'ITO-RESIDUE-T', 'ESD']","['0.9928', '0.0032', '0.0022', '0.0015', '4.2454']","['TFT', 'CF']","['1.0', '2.6401']"
/home/orin/L5C_CellFMA/D3_Deep-Hierarchical-Classification_ImageRecognition/dataset/detect_imgs/CF PS DEFORMATION@NP@CF@CF_B4VV3RC-1-3.jpg,CF,CF,0.9999,NP,NP,0.9995,CF PS DEFORMATION,CF PS DEFORMATION,0.9975,"['NP', 'OP', 'UP', 'INT']","['0.9975', '0.0024', '1.2821', '1.6302']","['CF PS DEFORMATION', 'CF DEFECT', 'GLASS CULLET', 'CF REPAIR FAIL', 'ITO-RESIDUE-T']","['0.9995', '0.0003', '3.4188', '2.9657', '3.1228']","['CF', 'TFT']","['0.9999', '3.2714']"
/home/orin/L5C_CellFMA/D3_Deep-Hierarchical-Classification_ImageRecognition/dataset/detect_imgs/GLASS CULLET@OP@CF@Cell_B4UZ7CN-1-3.jpg,CF,CF,0.8871,OP,NP,0.7693,GLASS CULLET,CF DEFECT,0.7757,"['NP', 'INT', 'UP', 'OP']","['0.7757', '0.2038', '0.0203', '8.0058']","['CF DEFECT', 'CF REPAIR FAIL', 'PI SPOT-WITH PAR', 'ESD', 'CF PS DEFORMATION']","['0.7693', '0.1920', '0.0155', '0.0140', '0.0037']","['CF', 'TFT']","['0.8871', '0.1128']"
/home/orin/L5C_CellFMA/D3_Deep-Hierarchical-Classification_ImageRecognition/dataset/detect_imgs/M1-ABNORMAL@NP@TFT@Array_B4MA0UR-1-3.jpg,TFT,TFT,0.9999,NP,INT,0.9526,M1-ABNORMAL,ESD,0.9772,"['INT', 'UP', 'NP', 'OP']","['0.9772', '0.0224', '0.0001', '0.0001']","['ESD', 'FIBER', 'PI SPOT-WITH PAR', 'POLYMER', 'GLASS BROKEN']","['0.9526', '0.0409', '0.0059', '9.9636', '9.0717']","['TFT', 'CF']","['0.9999', '2.7316']"
/home/orin/L5C_CellFMA/D3_Deep-Hierarchical-Classification_ImageRecognition/dataset/detect_imgs/CF PS DEFORMATION@NP@CF@CF_B4VV23B-1-3.jpg,CF,CF,0.9998,NP,NP,0.9897,CF PS DEFORMATION,CF PS DEFORMATION,0.9938,"['NP', 'OP', 'UP', 'INT']","['0.9938', '0.0061', '8.1770', '4.6059']","['CF PS DEFORMATION', 'CF REPAIR FAIL', 'CF DEFECT', 'GLASS CULLET', 'POLYMER']","['0.9897', '0.0049', '0.0044', '0.0005', '8.0350']","['CF', 'TFT']","['0.9998', '0.0001']"
/home/orin/L5C_CellFMA/D3_Deep-Hierarchical-Classification_ImageRecognition/dataset/detect_imgs/POLYMER@OP@CF@Cell_B5BK1KD-1-3.jpg,CF,CF,0.9999,OP,OP,0.3901,POLYMER,POLYMER,0.9501,"['OP', 'NP', 'INT', 'UP']","['0.9501', '0.0492', '0.0005', '5.6032']","['POLYMER', 'CF REPAIR FAIL', 'FIBER', 'GLASS CULLET', 'CF DEFECT']","['0.3901', '0.2330', '0.1859', '0.1788', '0.0108']","['CF', 'TFT']","['0.9999', '5.5876']"
