ImagePath,Layer_1_True,Layer_1_ans,Layer_1_conf,Layer_2_True,Layer_2_ans,Layer_2_conf,sub_class,sub_conf,super_class,super_conf
/home/orin/L5C_CellFMA/Deep-Hierarchical-Classification_ImageRecognition/dataset/detect_imgs/FIBER@UP@TFT@Cell_B1754YL-1-3.jpg,UP,UP,0.9999,FIBER,PI SPOT-WITH PAR,0.8424,"['PI SPOT-WITH PAR', 'FIBER', 'POLYMER', 'ITO-RESIDUE-T', 'AS-RESIDUE-E']","['0.8424', '0.1558', '0.0010', '0.0003', '0.0001']","['UP', 'NP', 'OP', 'INT']","['0.9999', '4.6241', '2.7089', '1.0086']"
/home/orin/L5C_CellFMA/Deep-Hierarchical-Classification_ImageRecognition/dataset/detect_imgs/CF DEFECT@NP@CF@CF_B4VW0FE-1-3.jpg,NP,NP,0.9888,CF DEFECT,CF DEFECT,0.9138,"['CF DEFECT', 'CF REPAIR FAIL', 'GLASS CULLET', 'POLYMER', 'CF PS DEFORMATION']","['0.9138', '0.0809', '0.0028', '0.0013', '0.0006']","['NP', 'OP', 'UP', 'INT']","['0.9888', '0.0105', '0.0005', '8.0629']"
/home/orin/L5C_CellFMA/Deep-Hierarchical-Classification_ImageRecognition/dataset/detect_imgs/AS-RESIDUE-E@NP@TFT@Array_B54J0ZB-1-3.jpg,NP,NP,0.9332,AS-RESIDUE-E,ITO-RESIDUE-T,0.8404,"['ITO-RESIDUE-T', 'AS-RESIDUE-E', 'PI SPOT-WITH PAR', 'PV-HOLE-T', 'M1-ABNORMAL']","['0.8404', '0.0862', '0.0274', '0.0223', '0.0122']","['NP', 'UP', 'OP', 'INT']","['0.9332', '0.0400', '0.0266', '4.3779']"
/home/orin/L5C_CellFMA/Deep-Hierarchical-Classification_ImageRecognition/dataset/detect_imgs/AS-RESIDUE-E@NP@TFT@Array_B5862DJ-1-3.jpg,NP,NP,0.9976,AS-RESIDUE-E,ITO-RESIDUE-T,0.5268,"['ITO-RESIDUE-T', 'AS-RESIDUE-E', 'M1-ABNORMAL', 'PV-HOLE-T', 'POLYMER']","['0.5268', '0.4241', '0.0459', '0.0019', '0.0009']","['NP', 'OP', 'UP', 'INT']","['0.9976', '0.0019', '0.0004', '2.4912']"
/home/orin/L5C_CellFMA/Deep-Hierarchical-Classification_ImageRecognition/dataset/detect_imgs/GLASS CULLET@OP@CF@Cell_B5627DC-1-3.jpg,OP,OP,0.9690,GLASS CULLET,FIBER,0.5284,"['FIBER', 'POLYMER', 'M1-ABNORMAL', 'AS-RESIDUE-E', 'GLASS CULLET']","['0.5284', '0.3680', '0.0371', '0.0346', '0.0215']","['OP', 'NP', 'UP', 'INT']","['0.9690', '0.0274', '0.0018', '0.0016']"
/home/orin/L5C_CellFMA/Deep-Hierarchical-Classification_ImageRecognition/dataset/detect_imgs/ESD@INT@TFT@Cell_B4MK5DJ-1-1.jpg,INT,OP,0.4042,ESD,POLYMER,0.7667,"['POLYMER', 'AS-RESIDUE-E', 'PI SPOT-WITH PAR', 'ITO-RESIDUE-T', 'M1-ABNORMAL']","['0.7667', '0.0577', '0.0508', '0.0464', '0.0416']","['OP', 'UP', 'NP', 'INT']","['0.4042', '0.3359', '0.2458', '0.0139']"
/home/orin/L5C_CellFMA/Deep-Hierarchical-Classification_ImageRecognition/dataset/detect_imgs/M1-ABNORMAL@NP@TFT@Array_B57E3ZJ-1-3.jpg,NP,UP,0.8800,M1-ABNORMAL,PI SPOT-WITH PAR,0.9086,"['PI SPOT-WITH PAR', 'PV-HOLE-T', 'AS-RESIDUE-E', 'POLYMER', 'ITO-RESIDUE-T']","['0.9086', '0.0370', '0.0206', '0.0201', '0.0111']","['UP', 'NP', 'OP', 'INT']","['0.8800', '0.1015', '0.0180', '0.0002']"
/home/orin/L5C_CellFMA/Deep-Hierarchical-Classification_ImageRecognition/dataset/detect_imgs/ESD@INT@TFT@Cell_B38N6WB-1-1.jpg,INT,UP,0.7803,ESD,ESD,0.6895,"['ESD', 'PI SPOT-WITH PAR', 'FIBER', 'GLASS BROKEN', 'AS-RESIDUE-E']","['0.6895', '0.2205', '0.0692', '0.0103', '0.0080']","['UP', 'INT', 'NP', 'OP']","['0.7803', '0.2194', '0.0001', '3.8331']"
/home/orin/L5C_CellFMA/Deep-Hierarchical-Classification_ImageRecognition/dataset/detect_imgs/ESD@INT@TFT@Cell_B70Z4FA-1-3.jpg,INT,INT,0.9999,ESD,ESD,0.9964,"['ESD', 'GLASS BROKEN', 'M1-ABNORMAL', 'PI SPOT-WITH PAR', 'FIBER']","['0.9964', '0.0035', '5.9039', '7.1754', '4.5605']","['INT', 'UP', 'NP', 'OP']","['0.9999', '4.8483', '1.2048', '3.4508']"
/home/orin/L5C_CellFMA/Deep-Hierarchical-Classification_ImageRecognition/dataset/detect_imgs/GLASS BROKEN@INT@TFT@Cell_B53V42C-1-3.jpg,INT,INT,0.9997,GLASS BROKEN,GLASS BROKEN,0.9993,"['GLASS BROKEN', 'ESD', 'AS-RESIDUE-E', 'M1-ABNORMAL', 'CF DEFECT']","['0.9993', '0.0005', '6.6691', '1.0627', '1.7860']","['INT', 'NP', 'UP', 'OP']","['0.9997', '0.0002', '4.2601', '4.4154']"
/home/orin/L5C_CellFMA/Deep-Hierarchical-Classification_ImageRecognition/dataset/detect_imgs/CF REPAIR FAIL@NP@CF@CF_B5BL54A-1-3.jpg,NP,OP,0.6283,CF REPAIR FAIL,CF REPAIR FAIL,0.6551,"['CF REPAIR FAIL', 'POLYMER', 'CF DEFECT', 'FIBER', 'GLASS CULLET']","['0.6551', '0.2208', '0.0707', '0.0403', '0.0058']","['OP', 'NP', 'UP', 'INT']","['0.6283', '0.3697', '0.0018', '8.7233']"
/home/orin/L5C_CellFMA/Deep-Hierarchical-Classification_ImageRecognition/dataset/detect_imgs/FIBER@OP@CF@Cell_B50Q9GA-1-3.jpg,OP,OP,0.9999,FIBER,FIBER,0.8947,"['FIBER', 'POLYMER', 'GLASS CULLET', 'CF REPAIR FAIL', 'M1-ABNORMAL']","['0.8947', '0.1000', '0.0051', '1.8934', '6.3171']","['OP', 'NP', 'UP', 'INT']","['0.9999', '9.5703', '2.6517', '5.2165']"
/home/orin/L5C_CellFMA/Deep-Hierarchical-Classification_ImageRecognition/dataset/detect_imgs/LIGHT METAL@UP@CF@Cell_B4LS1QT-1-3.jpg,UP,UP,0.9991,LIGHT METAL,LIGHT METAL,0.9995,"['LIGHT METAL', 'GLASS CULLET', 'POLYMER', 'PI SPOT-WITH PAR', 'CF DEFECT']","['0.9995', '0.0003', '9.7688', '4.6020', '8.5510']","['UP', 'OP', 'NP', 'INT']","['0.9991', '0.0008', '2.2734', '1.2090']"
/home/orin/L5C_CellFMA/Deep-Hierarchical-Classification_ImageRecognition/dataset/detect_imgs/FIBER@OP@CF@Cell_B5B24EB-1-3.jpg,OP,OP,0.9990,FIBER,POLYMER,0.7693,"['POLYMER', 'FIBER', 'GLASS CULLET', 'CF REPAIR FAIL', 'M1-ABNORMAL']","['0.7693', '0.2230', '0.0057', '0.0004', '0.0004']","['OP', 'NP', 'UP', 'INT']","['0.9990', '0.0007', '0.0002', '2.5101']"
/home/orin/L5C_CellFMA/Deep-Hierarchical-Classification_ImageRecognition/dataset/detect_imgs/FIBER@UP@TFT@Cell_B33Y73Q-1-3.jpg,UP,UP,0.9999,FIBER,FIBER,0.8332,"['FIBER', 'PI SPOT-WITH PAR', 'ITO-RESIDUE-T', 'AS-RESIDUE-E', 'CF PS DEFORMATION']","['0.8332', '0.1664', '0.0002', '4.2900', '1.1333']","['UP', 'NP', 'OP', 'INT']","['0.9999', '2.9658', '3.8488', '8.7887']"
/home/orin/L5C_CellFMA/Deep-Hierarchical-Classification_ImageRecognition/dataset/detect_imgs/ESD@INT@TFT@Cell_HCAE0EE-2-1.jpg,INT,INT,0.9984,ESD,ESD,0.9872,"['ESD', 'GLASS BROKEN', 'M1-ABNORMAL', 'PI SPOT-WITH PAR', 'AS-RESIDUE-E']","['0.9872', '0.0119', '0.0004', '0.0004', '4.9155']","['INT', 'UP', 'NP', 'OP']","['0.9984', '0.0015', '3.9198', '1.3741']"
/home/orin/L5C_CellFMA/Deep-Hierarchical-Classification_ImageRecognition/dataset/detect_imgs/FIBER@OP@CF@Cell_B57D7WC-1-3.jpg,OP,OP,0.9996,FIBER,FIBER,0.9801,"['FIBER', 'POLYMER', 'GLASS CULLET', 'CF REPAIR FAIL', 'LIGHT METAL']","['0.9801', '0.0167', '0.0030', '9.8377', '7.2543']","['OP', 'UP', 'NP', 'INT']","['0.9996', '0.0002', '3.6701', '8.1894']"
/home/orin/L5C_CellFMA/Deep-Hierarchical-Classification_ImageRecognition/dataset/detect_imgs/CF PS DEFORMATION@NP@CF@CF_B57T7DR-1-3.jpg,NP,OP,0.5999,CF PS DEFORMATION,GLASS CULLET,0.3569,"['GLASS CULLET', 'CF REPAIR FAIL', 'FIBER', 'CF DEFECT', 'POLYMER']","['0.3569', '0.2903', '0.1329', '0.1043', '0.0801']","['OP', 'NP', 'UP', 'INT']","['0.5999', '0.3997', '0.0002', '7.9669']"
/home/orin/L5C_CellFMA/Deep-Hierarchical-Classification_ImageRecognition/dataset/detect_imgs/ESD@INT@TFT@Cell_B4ML03C-1-1.jpg,INT,UP,0.4998,ESD,POLYMER,0.7370,"['POLYMER', 'GLASS BROKEN', 'ESD', 'M1-ABNORMAL', 'PI SPOT-WITH PAR']","['0.7370', '0.1124', '0.0910', '0.0284', '0.0194']","['UP', 'INT', 'OP', 'NP']","['0.4998', '0.3339', '0.1238', '0.0422']"
/home/orin/L5C_CellFMA/Deep-Hierarchical-Classification_ImageRecognition/dataset/detect_imgs/M1-ABNORMAL@NP@TFT@Array_BCWD1ZE-1-3.jpg,NP,UP,0.9842,M1-ABNORMAL,POLYMER,0.6326,"['POLYMER', 'FIBER', 'PI SPOT-WITH PAR', 'PV-HOLE-T', 'ITO-RESIDUE-T']","['0.6326', '0.2181', '0.1090', '0.0321', '0.0036']","['UP', 'NP', 'OP', 'INT']","['0.9842', '0.0091', '0.0065', '9.5141']"
/home/orin/L5C_CellFMA/Deep-Hierarchical-Classification_ImageRecognition/dataset/detect_imgs/CF PS DEFORMATION@NP@CF@CF_B4VV3RC-1-3.jpg,NP,NP,0.9819,CF PS DEFORMATION,CF PS DEFORMATION,0.9986,"['CF PS DEFORMATION', 'CF DEFECT', 'GLASS CULLET', 'POLYMER', 'CF REPAIR FAIL']","['0.9986', '0.0011', '0.0001', '6.7260', '6.5763']","['NP', 'OP', 'INT', 'UP']","['0.9819', '0.0180', '3.0563', '2.1194']"
/home/orin/L5C_CellFMA/Deep-Hierarchical-Classification_ImageRecognition/dataset/detect_imgs/GLASS CULLET@OP@CF@Cell_B4UZ7CN-1-3.jpg,OP,INT,0.9782,GLASS CULLET,GLASS BROKEN,0.5362,"['GLASS BROKEN', 'ESD', 'CF DEFECT', 'CF PS DEFORMATION', 'CF REPAIR FAIL']","['0.5362', '0.3099', '0.1168', '0.0239', '0.0102']","['INT', 'NP', 'UP', 'OP']","['0.9782', '0.0209', '0.0007', '4.5649']"
/home/orin/L5C_CellFMA/Deep-Hierarchical-Classification_ImageRecognition/dataset/detect_imgs/M1-ABNORMAL@NP@TFT@Array_B4MA0UR-1-3.jpg,NP,UP,0.6535,M1-ABNORMAL,PI SPOT-WITH PAR,0.8538,"['PI SPOT-WITH PAR', 'POLYMER', 'CF REPAIR FAIL', 'FIBER', 'ITO-RESIDUE-T']","['0.8538', '0.0610', '0.0468', '0.0134', '0.0076']","['UP', 'NP', 'OP', 'INT']","['0.6535', '0.2802', '0.0657', '0.0004']"
/home/orin/L5C_CellFMA/Deep-Hierarchical-Classification_ImageRecognition/dataset/detect_imgs/CF PS DEFORMATION@NP@CF@CF_B4VV23B-1-3.jpg,NP,NP,0.9041,CF PS DEFORMATION,CF PS DEFORMATION,0.8829,"['CF PS DEFORMATION', 'POLYMER', 'CF DEFECT', 'CF REPAIR FAIL', 'GLASS CULLET']","['0.8829', '0.0515', '0.0365', '0.0171', '0.0065']","['NP', 'OP', 'INT', 'UP']","['0.9041', '0.0957', '6.0178', '3.4096']"
/home/orin/L5C_CellFMA/Deep-Hierarchical-Classification_ImageRecognition/dataset/detect_imgs/POLYMER@OP@CF@Cell_B5BK1KD-1-3.jpg,OP,OP,0.9994,POLYMER,POLYMER,0.8446,"['POLYMER', 'FIBER', 'GLASS CULLET', 'M1-ABNORMAL', 'CF REPAIR FAIL']","['0.8446', '0.1329', '0.0205', '0.0010', '0.0003']","['OP', 'NP', 'UP', 'INT']","['0.9994', '0.0004', '5.8314', '3.3557']"
/home/orin/L5C_CellFMA/Deep-Hierarchical-Classification_ImageRecognition/dataset/detect_imgs/CF DEFECT@NP@CF@CF_B6197BL-1-3.jpg,NP,NP,0.5494,CF DEFECT,FIBER,0.3453,"['FIBER', 'CF REPAIR FAIL', 'GLASS CULLET', 'CF DEFECT', 'POLYMER']","['0.3453', '0.3320', '0.1467', '0.1049', '0.0639']","['NP', 'OP', 'UP', 'INT']","['0.5494', '0.4499', '0.0005', '3.2971']"
/home/orin/L5C_CellFMA/Deep-Hierarchical-Classification_ImageRecognition/dataset/detect_imgs/AS-RESIDUE-E@NP@TFT@Array_B5BJ43F-1-3.jpg,NP,NP,0.9997,AS-RESIDUE-E,AS-RESIDUE-E,0.7113,"['AS-RESIDUE-E', 'ITO-RESIDUE-T', 'PV-HOLE-T', 'M1-ABNORMAL', 'POLYMER']","['0.7113', '0.2881', '0.0002', '0.0001', '3.1564']","['NP', 'OP', 'UP', 'INT']","['0.9997', '0.0001', '0.0001', '2.7406']"
/home/orin/L5C_CellFMA/Deep-Hierarchical-Classification_ImageRecognition/dataset/detect_imgs/FIBER@OP@CF@Cell_B58Q2US-1-3.jpg,OP,OP,0.9999,FIBER,FIBER,0.9995,"['FIBER', 'GLASS CULLET', 'POLYMER', 'AS-RESIDUE-E', 'CF REPAIR FAIL']","['0.9995', '0.0002', '0.0001', '1.1103', '1.8633']","['OP', 'UP', 'NP', 'INT']","['0.9999', '7.5840', '1.6271', '4.9573']"
/home/orin/L5C_CellFMA/Deep-Hierarchical-Classification_ImageRecognition/dataset/detect_imgs/PV-HOLE-T@NP@TFT@Array_B5D78PC-1-3.jpg,NP,NP,0.7024,PV-HOLE-T,ITO-RESIDUE-T,0.6355,"['ITO-RESIDUE-T', 'POLYMER', 'AS-RESIDUE-E', 'PI SPOT-WITH PAR', 'M1-ABNORMAL']","['0.6355', '0.1408', '0.1100', '0.0798', '0.0162']","['NP', 'UP', 'OP', 'INT']","['0.7024', '0.2283', '0.0690', '9.3475']"
/home/orin/L5C_CellFMA/Deep-Hierarchical-Classification_ImageRecognition/dataset/detect_imgs/POLYMER@OP@CF@Cell_B5AY6RA-1-3.jpg,OP,OP,0.9999,POLYMER,POLYMER,0.9870,"['POLYMER', 'GLASS CULLET', 'FIBER', 'CF REPAIR FAIL', 'CF DEFECT']","['0.9870', '0.0115', '0.0012', '4.9882', '3.1190']","['OP', 'NP', 'UP', 'INT']","['0.9999', '6.3658', '4.2632', '6.5431']"
/home/orin/L5C_CellFMA/Deep-Hierarchical-Classification_ImageRecognition/dataset/detect_imgs/PI SPOT-WITH PAR@UP@TFT@Cell_H5E51QJ-1-3.jpg,UP,UP,0.9192,PI SPOT-WITH PAR,PI SPOT-WITH PAR,0.7387,"['PI SPOT-WITH PAR', 'POLYMER', 'PV-HOLE-T', 'FIBER', 'LIGHT METAL']","['0.7387', '0.1790', '0.0502', '0.0123', '0.0083']","['UP', 'NP', 'OP', 'INT']","['0.9192', '0.0466', '0.0339', '0.0001']"
/home/orin/L5C_CellFMA/Deep-Hierarchical-Classification_ImageRecognition/dataset/detect_imgs/POLYMER@OP@CF@Cell_B5CM1XB-1-3.jpg,OP,OP,0.9992,POLYMER,POLYMER,0.6319,"['POLYMER', 'GLASS CULLET', 'CF DEFECT', 'PV-HOLE-T', 'FIBER']","['0.6319', '0.3656', '0.0017', '0.0001', '0.0001']","['OP', 'NP', 'UP', 'INT']","['0.9992', '0.0006', '1.1269', '6.6479']"
/home/orin/L5C_CellFMA/Deep-Hierarchical-Classification_ImageRecognition/dataset/detect_imgs/PV-HOLE-T@NP@TFT@Array_B61F71N-1-3.jpg,NP,NP,0.4995,PV-HOLE-T,PV-HOLE-T,0.6760,"['PV-HOLE-T', 'POLYMER', 'PI SPOT-WITH PAR', 'AS-RESIDUE-E', 'CF DEFECT']","['0.6760', '0.1724', '0.1374', '0.0060', '0.0024']","['NP', 'UP', 'OP', 'INT']","['0.4995', '0.4609', '0.0208', '0.0186']"
/home/orin/L5C_CellFMA/Deep-Hierarchical-Classification_ImageRecognition/dataset/detect_imgs/FIBER@OP@CF@Cell_6Q3B50F1S0BD-1-3.jpg,OP,OP,0.9957,FIBER,FIBER,0.9572,"['FIBER', 'POLYMER', 'GLASS CULLET', 'CF REPAIR FAIL', 'CF DEFECT']","['0.9572', '0.0332', '0.0051', '0.0038', '0.0003']","['OP', 'NP', 'UP', 'INT']","['0.9957', '0.0041', '0.0001', '1.5843']"
/home/orin/L5C_CellFMA/Deep-Hierarchical-Classification_ImageRecognition/dataset/detect_imgs/CF DEFECT@NP@CF@CF_B5CV0RF-1-3.jpg,NP,NP,0.8287,CF DEFECT,CF DEFECT,0.9573,"['CF DEFECT', 'GLASS CULLET', 'CF PS DEFORMATION', 'CF REPAIR FAIL', 'POLYMER']","['0.9573', '0.0360', '0.0059', '0.0003', '0.0002']","['NP', 'OP', 'UP', 'INT']","['0.8287', '0.1708', '0.0001', '0.0001']"
/home/orin/L5C_CellFMA/Deep-Hierarchical-Classification_ImageRecognition/dataset/detect_imgs/FIBER@OP@CF@Cell_B4WQ5AF-1-3.jpg,OP,OP,0.9995,FIBER,FIBER,0.9967,"['FIBER', 'POLYMER', 'GLASS CULLET', 'CF REPAIR FAIL', 'M1-ABNORMAL']","['0.9967', '0.0020', '0.0011', '3.5936', '2.1377']","['OP', 'UP', 'NP', 'INT']","['0.9995', '0.0002', '0.0001', '7.5959']"
/home/orin/L5C_CellFMA/Deep-Hierarchical-Classification_ImageRecognition/dataset/detect_imgs/FIBER@UP@TFT@Cell_B91U92D-1-3.jpg,UP,OP,0.9990,FIBER,POLYMER,0.9997,"['POLYMER', 'FIBER', 'PV-HOLE-T', 'PI SPOT-WITH PAR', 'M1-ABNORMAL']","['0.9997', '0.0002', '8.4002', '5.2753', '2.5108']","['OP', 'UP', 'NP', 'INT']","['0.9990', '0.0009', '5.1548', '2.7502']"
/home/orin/L5C_CellFMA/Deep-Hierarchical-Classification_ImageRecognition/dataset/detect_imgs/PI SPOT-WITH PAR@UP@CF@Cell_B4N75QE-1-3.jpg,UP,NP,0.5804,PI SPOT-WITH PAR,CF REPAIR FAIL,0.6341,"['CF REPAIR FAIL', 'PI SPOT-WITH PAR', 'CF DEFECT', 'POLYMER', 'ITO-RESIDUE-T']","['0.6341', '0.1304', '0.1164', '0.0855', '0.0100']","['NP', 'UP', 'OP', 'INT']","['0.5804', '0.3915', '0.0279', '7.2012']"
/home/orin/L5C_CellFMA/Deep-Hierarchical-Classification_ImageRecognition/dataset/detect_imgs/PI SPOT-WITH PAR@UP@CF@Cell_B4NN8NM-1-3.jpg,UP,UP,0.8819,PI SPOT-WITH PAR,PI SPOT-WITH PAR,0.9503,"['PI SPOT-WITH PAR', 'CF DEFECT', 'CF REPAIR FAIL', 'CF PS DEFORMATION', 'POLYMER']","['0.9503', '0.0280', '0.0149', '0.0047', '0.0010']","['UP', 'NP', 'OP', 'INT']","['0.8819', '0.1166', '0.0012', '0.0001']"
/home/orin/L5C_CellFMA/Deep-Hierarchical-Classification_ImageRecognition/dataset/detect_imgs/GLASS CULLET@OP@CF@Cell_B57L7SH-1-3.jpg,OP,OP,0.9981,GLASS CULLET,POLYMER,0.6556,"['POLYMER', 'FIBER', 'GLASS CULLET', 'M1-ABNORMAL', 'CF REPAIR FAIL']","['0.6556', '0.3267', '0.0148', '0.0012', '0.0006']","['OP', 'NP', 'UP', 'INT']","['0.9981', '0.0013', '0.0005', '3.6715']"
/home/orin/L5C_CellFMA/Deep-Hierarchical-Classification_ImageRecognition/dataset/detect_imgs/POLYMER@OP@CF@Cell_B5654ZJ-1-3.jpg,OP,OP,0.9999,POLYMER,POLYMER,0.9832,"['POLYMER', 'GLASS CULLET', 'FIBER', 'CF REPAIR FAIL', 'M1-ABNORMAL']","['0.9832', '0.0145', '0.0021', '8.8397', '8.2816']","['OP', 'NP', 'UP', 'INT']","['0.9999', '3.8545', '5.7675', '3.4724']"
/home/orin/L5C_CellFMA/Deep-Hierarchical-Classification_ImageRecognition/dataset/detect_imgs/CF PS DEFORMATION@NP@CF@CF_B4VV0YB-1-3.jpg,NP,NP,0.9929,CF PS DEFORMATION,CF PS DEFORMATION,0.9987,"['CF PS DEFORMATION', 'CF DEFECT', 'CF REPAIR FAIL', 'GLASS CULLET', 'POLYMER']","['0.9987', '0.0011', '6.2398', '3.2811', '2.1528']","['NP', 'OP', 'UP', 'INT']","['0.9929', '0.0067', '0.0002', '9.6435']"
/home/orin/L5C_CellFMA/Deep-Hierarchical-Classification_ImageRecognition/dataset/detect_imgs/M1-ABNORMAL@NP@TFT@Array_H5E56CC-1-3.jpg,NP,NP,0.9913,M1-ABNORMAL,ITO-RESIDUE-T,0.7749,"['ITO-RESIDUE-T', 'AS-RESIDUE-E', 'M1-ABNORMAL', 'PV-HOLE-T', 'POLYMER']","['0.7749', '0.0807', '0.0729', '0.0622', '0.0075']","['NP', 'UP', 'OP', 'INT']","['0.9913', '0.0060', '0.0025', '2.1864']"
/home/orin/L5C_CellFMA/Deep-Hierarchical-Classification_ImageRecognition/dataset/detect_imgs/FIBER@UP@TFT@Cell_B8617TH-1-3.jpg,UP,UP,0.9313,FIBER,FIBER,0.8265,"['FIBER', 'POLYMER', 'PI SPOT-WITH PAR', 'PV-HOLE-T', 'M1-ABNORMAL']","['0.8265', '0.1623', '0.0094', '0.0015', '4.9316']","['UP', 'OP', 'NP', 'INT']","['0.9313', '0.0640', '0.0046', '9.8500']"
/home/orin/L5C_CellFMA/Deep-Hierarchical-Classification_ImageRecognition/dataset/detect_imgs/LIGHT METAL@UP@CF@Cell_B1103YH-1-3.jpg,UP,UP,0.9998,LIGHT METAL,LIGHT METAL,0.9995,"['LIGHT METAL', 'PI SPOT-WITH PAR', 'CF DEFECT', 'GLASS CULLET', 'POLYMER']","['0.9995', '0.0001', '0.0001', '8.7131', '4.1088']","['UP', 'NP', 'OP', 'INT']","['0.9998', '0.0001', '3.1463', '3.9783']"
/home/orin/L5C_CellFMA/Deep-Hierarchical-Classification_ImageRecognition/dataset/detect_imgs/LIGHT METAL@UP@CF@Cell_B4MB8GB-1-3.jpg,UP,UP,0.9998,LIGHT METAL,LIGHT METAL,0.9998,"['LIGHT METAL', 'GLASS CULLET', 'CF DEFECT', 'POLYMER', 'PI SPOT-WITH PAR']","['0.9998', '0.0001', '2.5118', '1.6619', '9.0692']","['UP', 'OP', 'NP', 'INT']","['0.9998', '0.0001', '5.1919', '1.5234']"
/home/orin/L5C_CellFMA/Deep-Hierarchical-Classification_ImageRecognition/dataset/detect_imgs/PI SPOT-WITH PAR@UP@CF@Cell_B56414S-1-3.jpg,UP,UP,0.9976,PI SPOT-WITH PAR,PI SPOT-WITH PAR,0.9953,"['PI SPOT-WITH PAR', 'LIGHT METAL', 'CF DEFECT', 'CF PS DEFORMATION', 'CF REPAIR FAIL']","['0.9953', '0.0018', '0.0015', '0.0009', '0.0001']","['UP', 'NP', 'OP', 'INT']","['0.9976', '0.0023', '7.0191', '1.9660']"
/home/orin/L5C_CellFMA/Deep-Hierarchical-Classification_ImageRecognition/dataset/detect_imgs/GLASS CULLET@OP@CF@Cell_B4UZ0ND-1-3.jpg,OP,OP,0.8892,GLASS CULLET,GLASS CULLET,0.5297,"['GLASS CULLET', 'LIGHT METAL', 'POLYMER', 'CF DEFECT', 'FIBER']","['0.5297', '0.3422', '0.1114', '0.0082', '0.0040']","['OP', 'UP', 'NP', 'INT']","['0.8892', '0.0999', '0.0107', '2.7626']"
/home/orin/L5C_CellFMA/Deep-Hierarchical-Classification_ImageRecognition/dataset/detect_imgs/M1-ABNORMAL@NP@TFT@Array_BATX5AH-1-3.jpg,NP,NP,0.7971,M1-ABNORMAL,ITO-RESIDUE-T,0.8634,"['ITO-RESIDUE-T', 'AS-RESIDUE-E', 'PV-HOLE-T', 'PI SPOT-WITH PAR', 'FIBER']","['0.8634', '0.0847', '0.0394', '0.0112', '0.0008']","['NP', 'UP', 'OP', 'INT']","['0.7971', '0.2022', '0.0004', '0.0002']"
/home/orin/L5C_CellFMA/Deep-Hierarchical-Classification_ImageRecognition/dataset/detect_imgs/PV-HOLE-T@NP@TFT@Array_B5634TM-1-3.jpg,NP,NP,0.6352,PV-HOLE-T,PI SPOT-WITH PAR,0.3582,"['PI SPOT-WITH PAR', 'ITO-RESIDUE-T', 'PV-HOLE-T', 'AS-RESIDUE-E', 'M1-ABNORMAL']","['0.3582', '0.2634', '0.1883', '0.1598', '0.0158']","['NP', 'UP', 'OP', 'INT']","['0.6352', '0.3506', '0.0140', '0.0001']"
/home/orin/L5C_CellFMA/Deep-Hierarchical-Classification_ImageRecognition/dataset/detect_imgs/PI SPOT-WITH PAR@UP@TFT@Cell_B5CG14M-1-3.jpg,UP,UP,0.9990,PI SPOT-WITH PAR,PI SPOT-WITH PAR,0.4999,"['PI SPOT-WITH PAR', 'POLYMER', 'PV-HOLE-T', 'FIBER', 'CF REPAIR FAIL']","['0.4999', '0.4982', '0.0009', '0.0004', '0.0001']","['UP', 'OP', 'NP', 'INT']","['0.9990', '0.0006', '0.0003', '6.3366']"
/home/orin/L5C_CellFMA/Deep-Hierarchical-Classification_ImageRecognition/dataset/detect_imgs/FIBER@UP@TFT@Cell_B5DD4FP-1-3.jpg,UP,OP,0.7916,FIBER,POLYMER,0.8772,"['POLYMER', 'M1-ABNORMAL', 'ITO-RESIDUE-T', 'FIBER', 'PV-HOLE-T']","['0.8772', '0.0637', '0.0338', '0.0172', '0.0049']","['OP', 'NP', 'UP', 'INT']","['0.7916', '0.1686', '0.0397', '3.0407']"
/home/orin/L5C_CellFMA/Deep-Hierarchical-Classification_ImageRecognition/dataset/detect_imgs/AS-RESIDUE-E@NP@TFT@Array_B5371SD-1-3.jpg,NP,NP,0.9701,AS-RESIDUE-E,AS-RESIDUE-E,0.5526,"['AS-RESIDUE-E', 'ITO-RESIDUE-T', 'PI SPOT-WITH PAR', 'PV-HOLE-T', 'M1-ABNORMAL']","['0.5526', '0.3663', '0.0325', '0.0261', '0.0122']","['NP', 'OP', 'UP', 'INT']","['0.9701', '0.0162', '0.0135', '8.1036']"
/home/orin/L5C_CellFMA/Deep-Hierarchical-Classification_ImageRecognition/dataset/detect_imgs/FIBER@UP@TFT@Cell_B81X1WG-1-3.jpg,UP,UP,0.9999,FIBER,PI SPOT-WITH PAR,0.7998,"['PI SPOT-WITH PAR', 'FIBER', 'POLYMER', 'PV-HOLE-T', 'ITO-RESIDUE-T']","['0.7998', '0.1956', '0.0043', '2.6687', '3.6627']","['UP', 'OP', 'NP', 'INT']","['0.9999', '5.3763', '5.3346', '4.3837']"
/home/orin/L5C_CellFMA/Deep-Hierarchical-Classification_ImageRecognition/dataset/detect_imgs/FIBER@OP@CF@Cell_B5CV0CN-1-3.jpg,OP,OP,0.9975,FIBER,FIBER,0.9986,"['FIBER', 'POLYMER', 'GLASS CULLET', 'ITO-RESIDUE-T', 'AS-RESIDUE-E']","['0.9986', '0.0010', '0.0001', '2.8752', '1.8375']","['OP', 'UP', 'NP', 'INT']","['0.9975', '0.0014', '0.0010', '5.8826']"
